numero_proceso,nombre_proceso,tipo_proceso,fecha_apertura,estado,unidad_ejecutora,servicio_administrativo_financiero,process_url,process_href,detail_status,detail_text
46-0028-LPU26,Adquisición de repuestos de balanzas,Licitación Pública,15/10/2026 11:00 Hrs.,Publicado,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604 - Dirección Nacional de Vialidad,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
30-0018-CDI26,Locación de UN (1) inmueble sede de la División UNIDAD OPERATIVA FEDERAL SAN ISIDRO,Contratación Directa,15/10/2026 14:00 Hrs.,Publicado,30/00 - División Contrataciones - Policia Federal Argentina,326 - Super Intendencia de la Administracion de la Policia Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
26-0009-LPR26,Servicio de reparación integral equipo mecánico de torre de enfriamiento de agua,Licitación Privada,16/10/2026 12:00 Hrs.,Publicado,26/000 - Dirección de Compras y Contrataciones - MRE,"307 - Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl02$lnkNumeroProceso','')",NO_DIRECT_URL,
52-0040-LPU26,Adquisición de 2 Servidores blade y 72 Módulos de memoria,Licitación Pública,16/10/2026 17:00 Hrs.,Publicado,52 - Coordinación de Compras y Contrataciones - SENASA,623 - Servicio Nacional de Sanidad y Calidad Agroalimentaria,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl03$lnkNumeroProceso','')",NO_DIRECT_URL,
84/7-0630-LPU26,CONTRATACIÓN DEL SERVICIO ENTRENAMIENTO DE PILOTOS EN SIMULADOR DE VUELO CESSNA GRAND CARAVAN C208,Licitación Pública,19/10/2026 09:00 Hrs.,Publicado,84/07 - Dirección de Aviación de Ejercito - Ejercito Argentino,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl04$lnkNumeroProceso','')",NO_DIRECT_URL,
14-0014-LPR26,INSUMOS PARA DETECTORES DE NEUTRONES,Licitación Privada,19/10/2026 10:00 Hrs.,Publicado,14 - Compras y Contrataciones - CNEA,105 - Comisión Nacional de Energía Atómica,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl05$lnkNumeroProceso','')",NO_DIRECT_URL,
92-0013-LPR26,SERVICIO DE ALQUILER DE IMPRESORAS PARA LA BNMM,Licitación Privada,19/10/2026 11:00 Hrs.,Publicado,92 - Departamento de Compras y Contrataciones- BN,116 - Biblioteca Nacional,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl06$lnkNumeroProceso','')",NO_DIRECT_URL,
31-0011-LPU25,SERV. READ. DEL POZO DE BOMBEO DE LÍQUIDOS CLOACALES Y PERFILADO DE CANALES PLUVIALES DEL CPF I,Licitación Pública,19/10/2026 16:00 Hrs.,Publicado,31/000 - Direccion de Contrataciones - SPF,331 - Servicio Penitenciario Federal,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl07$lnkNumeroProceso','')",NO_DIRECT_URL,
84/24-0677-LPU26,"ALQUILER DE EQUIPOS DE FOTOCOPIADO DIGITAL E IMPRESORAS, SU MANTENIMIENTO INTEGRAL E INSUMOS",Licitación Pública,20/10/2026 08:00 Hrs.,Publicado,84/24 - Colegio Militar de la Nación - Compras y Contrataciones,374 - Estado Mayor General del Ejercito,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl08$lnkNumeroProceso','')",NO_DIRECT_URL,
47-0005-LPU26,Contratación seguro para los buques de investigación pesquera del INIDEP,Licitación Pública,20/10/2026 10:00 Hrs.,Publicado,47 - Dpto. de Compras y Servicios- INIDEP,607 - Instituto Nacional de Investigación y Desarrollo Pesquero,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl09$lnkNumeroProceso','')",NO_DIRECT_URL,
39-0039-LPU26,REPARACIÓN INTEGRAL DEL GUARDACOSTAS PNA GC-65 “MARTÍN GARCIA”.,Licitación Pública,21/10/2026 09:00 Hrs.,Publicado,39 - Dirección General de Administración- PNA,380 - Prefectura Naval Argentina,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl10$lnkNumeroProceso','')",NO_DIRECT_URL,
83-0004-LPU26,Servicio de mantenimiento preventivo y correctivo de aires acondicionados,Licitación Pública,30/10/2026 13:00 Hrs.,Publicado,83/000 - Dirección General de Administración Financiera - MC,337 - Secretaría de Cultura,,"javascript:__doPostBack('ctl00$CPH1$GridListaPliegosAperturaProxima$ctl11$lnkNumeroProceso','')",NO_DIRECT_URL,
